,sale_day_x,departure_date,origin_station_name,destination_station_name,prediction_until_departure,real_sum_until_departure
1645,-2,2020-10-29,cgm,bb,6,7.0
1646,-1,2020-10-29,cgm,bb,5,7.0
1647,-90,2020-10-29,cgm,bb,5,0.0
1648,-60,2020-10-29,cgm,bb,5,0.0
1649,-30,2020-10-29,cgm,bb,5,0.0
1650,-20,2020-10-29,cgm,bb,4,0.0
1651,-15,2020-10-29,cgm,bb,4,0.0
1652,-10,2020-10-29,cgm,bb,4,0.0
1653,-7,2020-10-29,cgm,bb,4,0.0
1654,-6,2020-10-29,cgm,bb,4,0.0
1655,-5,2020-10-29,cgm,bb,3,0.0
1656,-3,2020-10-29,cgm,bb,3,0.0
1657,-2,2020-10-29,cgm,bb,2,0.0
1658,-1,2020-10-29,cgm,bb,1,0.0
1659,-90,2020-10-30,cgm,bb,13,10.0
1660,-60,2020-10-30,cgm,bb,13,10.0
1661,-30,2020-10-30,cgm,bb,13,10.0
1662,-20,2020-10-30,cgm,bb,12,10.0
1663,-15,2020-10-30,cgm,bb,12,9.0
1664,-10,2020-10-30,cgm,bb,11,8.0
1665,-7,2020-10-30,cgm,bb,11,8.0
1666,-6,2020-10-30,cgm,bb,10,8.0
1667,-5,2020-10-30,cgm,bb,10,7.0
1668,-3,2020-10-30,cgm,bb,8,6.0
1669,-2,2020-10-30,cgm,bb,7,5.0
1670,-1,2020-10-30,cgm,bb,5,4.0
1671,-90,2020-10-30,cgm,bb,13,0.0
1672,-60,2020-10-30,cgm,bb,13,0.0
1673,-30,2020-10-30,cgm,bb,13,0.0
1674,-20,2020-10-30,cgm,bb,12,0.0
1675,-15,2020-10-30,cgm,bb,12,0.0
1676,-10,2020-10-30,cgm,bb,11,0.0
1677,-7,2020-10-30,cgm,bb,11,0.0
1678,-6,2020-10-30,cgm,bb,10,0.0
1679,-5,2020-10-30,cgm,bb,10,0.0
1680,-3,2020-10-30,cgm,bb,8,0.0
1681,-2,2020-10-30,cgm,bb,7,0.0
1682,-1,2020-10-30,cgm,bb,5,0.0
1683,-90,2020-10-30,cgm,bb,10,9.0
1684,-60,2020-10-30,cgm,bb,10,9.0
1685,-30,2020-10-30,cgm,bb,10,9.0
1686,-20,2020-10-30,cgm,bb,10,9.0
1687,-15,2020-10-30,cgm,bb,9,9.0
1688,-10,2020-10-30,cgm,bb,9,7.0
1689,-7,2020-10-30,cgm,bb,9,7.0
1690,-6,2020-10-30,cgm,bb,9,7.0
1691,-5,2020-10-30,cgm,bb,8,7.0
1692,-3,2020-10-30,cgm,bb,8,7.0
1693,-2,2020-10-30,cgm,bb,7,6.0
1694,-1,2020-10-30,cgm,bb,5,6.0
1695,-90,2020-10-30,cgm,bb,13,10.0
1696,-60,2020-10-30,cgm,bb,12,10.0
1697,-30,2020-10-30,cgm,bb,12,10.0
1698,-20,2020-10-30,cgm,bb,12,9.0
1699,-15,2020-10-30,cgm,bb,11,9.0
1700,-10,2020-10-30,cgm,bb,11,8.0
1701,-7,2020-10-30,cgm,bb,10,8.0
1702,-6,2020-10-30,cgm,bb,9,8.0
1703,-5,2020-10-30,cgm,bb,9,8.0
1704,-3,2020-10-30,cgm,bb,8,6.0
1705,-2,2020-10-30,cgm,bb,6,5.0
1706,-1,2020-10-30,cgm,bb,5,4.0
1707,-90,2020-10-30,cgm,bb,2,1.0
1708,-60,2020-10-30,cgm,bb,2,1.0
1709,-30,2020-10-30,cgm,bb,2,1.0
1710,-20,2020-10-30,cgm,bb,2,1.0
1711,-15,2020-10-30,cgm,bb,2,1.0
1712,-10,2020-10-30,cgm,bb,1,1.0
1713,-7,2020-10-30,cgm,bb,1,1.0
1714,-6,2020-10-30,cgm,bb,1,1.0
1715,-5,2020-10-30,cgm,bb,1,1.0
1716,-3,2020-10-30,cgm,bb,1,0.0
1717,-2,2020-10-30,cgm,bb,0,0.0
1718,-1,2020-10-30,cgm,bb,0,0.0
1719,-90,2020-10-30,cgm,bb,4,10.0
1720,-60,2020-10-30,cgm,bb,4,10.0
1721,-30,2020-10-30,cgm,bb,4,10.0
1722,-20,2020-10-30,cgm,bb,4,10.0
1723,-15,2020-10-30,cgm,bb,4,10.0
1724,-10,2020-10-30,cgm,bb,4,9.0
1725,-7,2020-10-30,cgm,bb,3,2.0
1726,-6,2020-10-30,cgm,bb,3,2.0
1727,-5,2020-10-30,cgm,bb,3,2.0
1728,-3,2020-10-30,cgm,bb,2,0.0
1729,-2,2020-10-30,cgm,bb,2,0.0
1730,-1,2020-10-30,cgm,bb,1,0.0
1731,-90,2020-10-30,cgm,bb,9,12.0
1732,-60,2020-10-30,cgm,bb,9,12.0
1733,-30,2020-10-30,cgm,bb,9,12.0
1734,-20,2020-10-30,cgm,bb,9,12.0
1735,-15,2020-10-30,cgm,bb,9,12.0
1736,-10,2020-10-30,cgm,bb,8,11.0
1737,-7,2020-10-30,cgm,bb,8,10.0
1738,-6,2020-10-30,cgm,bb,7,8.0
1739,-5,2020-10-30,cgm,bb,6,7.0
1740,-3,2020-10-30,cgm,bb,5,2.0
1741,-2,2020-10-30,cgm,bb,5,2.0
1742,-1,2020-10-30,cgm,bb,5,2.0
1743,-90,2020-10-31,cgm,bb,13,3.0
1744,-60,2020-10-31,cgm,bb,13,3.0
1745,-30,2020-10-31,cgm,bb,13,3.0
1746,-20,2020-10-31,cgm,bb,12,3.0
1747,-15,2020-10-31,cgm,bb,12,3.0
1748,-10,2020-10-31,cgm,bb,11,3.0
1749,-7,2020-10-31,cgm,bb,11,3.0
1750,-6,2020-10-31,cgm,bb,10,3.0
1751,-5,2020-10-31,cgm,bb,10,2.0
1752,-3,2020-10-31,cgm,bb,8,2.0
1753,-2,2020-10-31,cgm,bb,7,1.0
1754,-1,2020-10-31,cgm,bb,5,1.0
1755,-90,2020-10-31,cgm,bb,13,4.0
1756,-60,2020-10-31,cgm,bb,12,4.0
1757,-30,2020-10-31,cgm,bb,12,4.0
1758,-20,2020-10-31,cgm,bb,12,4.0
1759,-15,2020-10-31,cgm,bb,11,3.0
1760,-10,2020-10-31,cgm,bb,11,3.0
1761,-7,2020-10-31,cgm,bb,10,3.0
1762,-6,2020-10-31,cgm,bb,9,3.0
1763,-5,2020-10-31,cgm,bb,9,3.0
1764,-3,2020-10-31,cgm,bb,7,1.0
1765,-2,2020-10-31,cgm,bb,7,1.0
1766,-1,2020-10-31,cgm,bb,5,1.0
1767,-90,2020-10-31,cgm,bb,5,4.0
1768,-60,2020-10-31,cgm,bb,5,4.0
1769,-30,2020-10-31,cgm,bb,4,4.0
1770,-20,2020-10-31,cgm,bb,4,4.0
1771,-15,2020-10-31,cgm,bb,4,4.0
1772,-10,2020-10-31,cgm,bb,4,4.0
1773,-7,2020-10-31,cgm,bb,3,4.0
1774,-6,2020-10-31,cgm,bb,3,4.0
1775,-5,2020-10-31,cgm,bb,3,4.0
1776,-3,2020-10-31,cgm,bb,3,4.0
1777,-2,2020-10-31,cgm,bb,2,3.0
1778,-1,2020-10-31,cgm,bb,1,3.0
1779,-90,2020-10-31,cgm,bb,13,9.0
1780,-60,2020-10-31,cgm,bb,13,9.0
1781,-30,2020-10-31,cgm,bb,12,9.0
1782,-20,2020-10-31,cgm,bb,12,9.0
1783,-15,2020-10-31,cgm,bb,12,9.0
1784,-10,2020-10-31,cgm,bb,11,7.0
1785,-7,2020-10-31,cgm,bb,10,5.0
1786,-6,2020-10-31,cgm,bb,10,4.0
1787,-5,2020-10-31,cgm,bb,9,4.0
1788,-3,2020-10-31,cgm,bb,8,3.0
1789,-2,2020-10-31,cgm,bb,6,2.0
1790,-1,2020-10-31,cgm,bb,5,2.0
1791,-90,2020-10-31,cgm,bb,4,0.0
1792,-60,2020-10-31,cgm,bb,4,0.0
1793,-30,2020-10-31,cgm,bb,4,0.0
1794,-20,2020-10-31,cgm,bb,3,0.0
1795,-15,2020-10-31,cgm,bb,3,0.0
1796,-10,2020-10-31,cgm,bb,3,0.0
1797,-7,2020-10-31,cgm,bb,3,0.0
1798,-6,2020-10-31,cgm,bb,3,0.0
1799,-5,2020-10-31,cgm,bb,3,0.0
1800,-3,2020-10-31,cgm,bb,2,0.0
1801,-2,2020-10-31,cgm,bb,2,0.0
1802,-1,2020-10-31,cgm,bb,1,0.0
1803,-90,2020-10-31,cgm,bb,10,3.0
1804,-60,2020-10-31,cgm,bb,10,3.0
1805,-30,2020-10-31,cgm,bb,10,3.0
1806,-20,2020-10-31,cgm,bb,9,3.0
1807,-15,2020-10-31,cgm,bb,9,3.0
1808,-10,2020-10-31,cgm,bb,8,3.0
1809,-7,2020-10-31,cgm,bb,8,3.0
1810,-6,2020-10-31,cgm,bb,7,3.0
1811,-5,2020-10-31,cgm,bb,7,3.0
1812,-3,2020-10-31,cgm,bb,5,3.0
1813,-2,2020-10-31,cgm,bb,4,3.0
1814,-1,2020-10-31,cgm,bb,2,0.0
1815,-90,2020-10-31,cgm,bb,12,5.0
1816,-60,2020-10-31,cgm,bb,12,5.0
1817,-30,2020-10-31,cgm,bb,12,5.0
1818,-20,2020-10-31,cgm,bb,11,5.0
1819,-15,2020-10-31,cgm,bb,11,5.0
1820,-10,2020-10-31,cgm,bb,10,4.0
1821,-7,2020-10-31,cgm,bb,10,4.0
1822,-6,2020-10-31,cgm,bb,9,4.0
1823,-5,2020-10-31,cgm,bb,8,4.0
1824,-3,2020-10-31,cgm,bb,8,4.0
1825,-2,2020-10-31,cgm,bb,6,4.0
1826,-1,2020-10-31,cgm,bb,5,3.0
1827,-90,2020-10-31,cgm,bb,10,1.0
1828,-60,2020-10-31,cgm,bb,10,1.0
1829,-30,2020-10-31,cgm,bb,9,1.0
1830,-20,2020-10-31,cgm,bb,9,1.0
1831,-15,2020-10-31,cgm,bb,8,1.0
1832,-10,2020-10-31,cgm,bb,8,1.0
1833,-7,2020-10-31,cgm,bb,7,1.0
1834,-6,2020-10-31,cgm,bb,6,1.0
1835,-5,2020-10-31,cgm,bb,6,1.0
1836,-3,2020-10-31,cgm,bb,4,1.0
1837,-2,2020-10-31,cgm,bb,3,1.0
1838,-1,2020-10-31,cgm,bb,1,1.0
1839,-90,2020-10-16,rb,bb,446,560.0
1840,-60,2020-10-16,rb,bb,428,544.0
1841,-30,2020-10-16,rb,bb,361,468.0
1842,-20,2020-10-16,rb,bb,292,397.0
1843,-15,2020-10-16,rb,bb,246,363.0
1844,-10,2020-10-16,rb,bb,190,300.0
1845,-7,2020-10-16,rb,bb,145,232.0
1846,-6,2020-10-16,rb,bb,125,205.0
1847,-5,2020-10-16,rb,bb,102,179.0
1848,-3,2020-10-16,rb,bb,39,87.0
1849,-2,2020-10-16,rb,bb,39,87.0
1850,-90,2020-10-16,rb,bb,377,641.0
1851,-60,2020-10-16,rb,bb,358,636.0
1852,-30,2020-10-16,rb,bb,295,592.0
1853,-20,2020-10-16,rb,bb,227,463.0
1854,-15,2020-10-16,rb,bb,189,395.0
1855,-10,2020-10-16,rb,bb,133,275.0
1856,-7,2020-10-16,rb,bb,105,216.0
1857,-6,2020-10-16,rb,bb,90,173.0
1858,-5,2020-10-16,rb,bb,72,158.0
1859,-3,2020-10-16,rb,bb,25,57.0
1860,-90,2020-10-16,rb,bb,280,278.0
1861,-60,2020-10-16,rb,bb,261,268.0
1862,-30,2020-10-16,rb,bb,194,228.0
1863,-20,2020-10-16,rb,bb,143,173.0
1864,-15,2020-10-16,rb,bb,117,143.0
1865,-10,2020-10-16,rb,bb,83,112.0
1866,-7,2020-10-16,rb,bb,52,58.0
1867,-6,2020-10-16,rb,bb,37,39.0
1868,-5,2020-10-16,rb,bb,20,24.0
1869,-90,2020-10-17,rb,bb,297,438.0
1870,-60,2020-10-17,rb,bb,278,429.0
1871,-30,2020-10-17,rb,bb,211,325.0
1872,-20,2020-10-17,rb,bb,143,244.0
1873,-15,2020-10-17,rb,bb,96,178.0
1874,-10,2020-10-17,rb,bb,40,87.0
1875,-90,2020-10-17,rb,bb,361,309.0
1876,-60,2020-10-17,rb,bb,342,298.0
1877,-30,2020-10-17,rb,bb,273,219.0
1878,-20,2020-10-17,rb,bb,211,176.0
1879,-15,2020-10-17,rb,bb,165,135.0
1880,-10,2020-10-17,rb,bb,109,112.0
1881,-7,2020-10-17,rb,bb,82,90.0
1882,-6,2020-10-17,rb,bb,82,90.0
1883,-5,2020-10-17,rb,bb,82,90.0
1884,-3,2020-10-17,rb,bb,82,90.0
1885,-2,2020-10-17,rb,bb,56,56.0
1886,-1,2020-10-17,rb,bb,29,32.0
1887,-90,2020-10-17,rb,bb,273,132.0
1888,-60,2020-10-17,rb,bb,255,130.0
1889,-30,2020-10-17,rb,bb,187,104.0
1890,-20,2020-10-17,rb,bb,136,50.0
1891,-15,2020-10-17,rb,bb,115,38.0
1892,-10,2020-10-17,rb,bb,81,26.0
1893,-7,2020-10-17,rb,bb,51,23.0
1894,-6,2020-10-17,rb,bb,51,23.0
1895,-5,2020-10-17,rb,bb,51,23.0
1896,-3,2020-10-17,rb,bb,51,23.0
1897,-2,2020-10-17,rb,bb,34,21.0
1898,-1,2020-10-17,rb,bb,17,13.0
1899,-90,2020-10-18,rb,bb,344,589.0
1900,-60,2020-10-18,rb,bb,325,586.0
1901,-30,2020-10-18,rb,bb,261,443.0
1902,-20,2020-10-18,rb,bb,199,312.0
1903,-15,2020-10-18,rb,bb,153,244.0
1904,-10,2020-10-18,rb,bb,96,131.0
1905,-7,2020-10-18,rb,bb,69,89.0
1906,-6,2020-10-18,rb,bb,69,89.0
1907,-5,2020-10-18,rb,bb,69,89.0
1908,-3,2020-10-18,rb,bb,33,49.0
1909,-2,2020-10-18,rb,bb,33,49.0
1910,-90,2020-10-18,rb,bb,337,485.0
1911,-60,2020-10-18,rb,bb,318,454.0
1912,-30,2020-10-18,rb,bb,252,346.0
1913,-20,2020-10-18,rb,bb,183,278.0
1914,-15,2020-10-18,rb,bb,137,197.0
1915,-10,2020-10-18,rb,bb,105,138.0
1916,-7,2020-10-18,rb,bb,79,119.0
1917,-6,2020-10-18,rb,bb,79,119.0
1918,-5,2020-10-18,rb,bb,79,119.0
1919,-3,2020-10-18,rb,bb,54,82.0
1920,-2,2020-10-18,rb,bb,29,36.0
1921,-1,2020-10-18,rb,bb,29,36.0
1922,-90,2020-10-18,rb,bb,292,298.0
1923,-60,2020-10-18,rb,bb,274,294.0
1924,-30,2020-10-18,rb,bb,207,265.0
1925,-20,2020-10-18,rb,bb,154,207.0
1926,-15,2020-10-18,rb,bb,128,174.0
1927,-10,2020-10-18,rb,bb,95,126.0
1928,-7,2020-10-18,rb,bb,76,108.0
1929,-6,2020-10-18,rb,bb,76,108.0
1930,-5,2020-10-18,rb,bb,76,108.0
1931,-3,2020-10-18,rb,bb,53,66.0
1932,-2,2020-10-18,rb,bb,28,33.0
1933,-1,2020-10-18,rb,bb,28,33.0
1934,-90,2020-10-19,rb,bb,361,625.0
1935,-60,2020-10-19,rb,bb,342,619.0
1936,-30,2020-10-19,rb,bb,278,520.0
1937,-20,2020-10-19,rb,bb,216,414.0
1938,-15,2020-10-19,rb,bb,169,346.0
1939,-10,2020-10-19,rb,bb,113,221.0
1940,-7,2020-10-19,rb,bb,87,124.0
1941,-6,2020-10-19,rb,bb,87,124.0
1942,-5,2020-10-19,rb,bb,62,80.0
1943,-3,2020-10-19,rb,bb,31,46.0
1944,-90,2020-10-19,rb,bb,343,507.0
1945,-60,2020-10-19,rb,bb,324,475.0
1946,-30,2020-10-19,rb,bb,259,368.0
1947,-20,2020-10-19,rb,bb,190,292.0
1948,-15,2020-10-19,rb,bb,144,256.0
1949,-10,2020-10-19,rb,bb,99,194.0
1950,-7,2020-10-19,rb,bb,59,101.0
1951,-6,2020-10-19,rb,bb,43,63.0
1952,-5,2020-10-19,rb,bb,25,34.0
1953,-3,2020-10-19,rb,bb,25,34.0
1954,-90,2020-10-19,rb,bb,307,331.0
1955,-60,2020-10-19,rb,bb,288,328.0
1956,-30,2020-10-19,rb,bb,221,260.0
1957,-20,2020-10-19,rb,bb,169,202.0
1958,-15,2020-10-19,rb,bb,143,147.0
1959,-10,2020-10-19,rb,bb,110,77.0
1960,-7,2020-10-19,rb,bb,88,59.0
1961,-6,2020-10-19,rb,bb,88,59.0
1962,-5,2020-10-19,rb,bb,71,50.0
1963,-3,2020-10-19,rb,bb,27,22.0
1964,-2,2020-10-19,rb,bb,27,22.0
1965,-90,2020-10-20,rb,bb,397,337.0
1966,-60,2020-10-20,rb,bb,379,324.0
1967,-30,2020-10-20,rb,bb,312,276.0
1968,-20,2020-10-20,rb,bb,250,244.0
1969,-15,2020-10-20,rb,bb,205,225.0
1970,-10,2020-10-20,rb,bb,150,165.0
1971,-7,2020-10-20,rb,bb,106,109.0
1972,-6,2020-10-20,rb,bb,86,92.0
1973,-5,2020-10-20,rb,bb,86,92.0
1974,-3,2020-10-20,rb,bb,56,73.0
1975,-2,2020-10-20,rb,bb,29,40.0
1976,-90,2020-10-20,rb,bb,377,560.0
1977,-60,2020-10-20,rb,bb,358,549.0
1978,-30,2020-10-20,rb,bb,294,486.0
1979,-20,2020-10-20,rb,bb,236,397.0
1980,-15,2020-10-20,rb,bb,192,324.0
1981,-10,2020-10-20,rb,bb,147,207.0
1982,-7,2020-10-20,rb,bb,104,98.0
1983,-6,2020-10-20,rb,bb,104,98.0
1984,-5,2020-10-20,rb,bb,80,69.0
1985,-3,2020-10-20,rb,bb,26,22.0
1986,-90,2020-10-20,rb,bb,346,323.0
1987,-60,2020-10-20,rb,bb,328,293.0
1988,-30,2020-10-20,rb,bb,260,176.0
1989,-20,2020-10-20,rb,bb,203,157.0
1990,-15,2020-10-20,rb,bb,177,144.0
1991,-10,2020-10-20,rb,bb,143,121.0
1992,-7,2020-10-20,rb,bb,108,95.0
1993,-6,2020-10-20,rb,bb,88,88.0
1994,-5,2020-10-20,rb,bb,88,88.0
1995,-3,2020-10-20,rb,bb,29,38.0
1996,-2,2020-10-20,rb,bb,29,38.0
1997,-90,2020-10-21,rb,bb,490,428.0
1998,-60,2020-10-21,rb,bb,471,417.0
1999,-30,2020-10-21,rb,bb,404,377.0
2000,-20,2020-10-21,rb,bb,343,356.0
2001,-15,2020-10-21,rb,bb,299,338.0
2002,-10,2020-10-21,rb,bb,244,287.0
2003,-7,2020-10-21,rb,bb,200,256.0
2004,-6,2020-10-21,rb,bb,179,240.0
2005,-5,2020-10-21,rb,bb,156,227.0
2006,-3,2020-10-21,rb,bb,103,187.0
2007,-2,2020-10-21,rb,bb,103,187.0
2008,-1,2020-10-21,rb,bb,63,101.0
2009,-90,2020-10-21,rb,bb,322,537.0
2010,-60,2020-10-21,rb,bb,303,531.0
2011,-30,2020-10-21,rb,bb,241,464.0
2012,-20,2020-10-21,rb,bb,177,349.0
2013,-15,2020-10-21,rb,bb,142,269.0
2014,-10,2020-10-21,rb,bb,100,169.0
2015,-7,2020-10-21,rb,bb,70,130.0
2016,-6,2020-10-21,rb,bb,50,88.0
2017,-5,2020-10-21,rb,bb,27,40.0
2018,-90,2020-10-21,rb,bb,326,292.0
2019,-60,2020-10-21,rb,bb,308,278.0
2020,-30,2020-10-21,rb,bb,242,197.0
2021,-20,2020-10-21,rb,bb,196,155.0
2022,-15,2020-10-21,rb,bb,170,142.0
2023,-10,2020-10-21,rb,bb,137,106.0
2024,-7,2020-10-21,rb,bb,113,75.0
2025,-6,2020-10-21,rb,bb,93,63.0
2026,-5,2020-10-21,rb,bb,72,42.0
2027,-3,2020-10-21,rb,bb,24,18.0
2028,-90,2020-10-22,rb,bb,422,610.0
2029,-60,2020-10-22,rb,bb,403,600.0
2030,-30,2020-10-22,rb,bb,337,513.0
2031,-20,2020-10-22,rb,bb,275,472.0
2032,-15,2020-10-22,rb,bb,230,413.0
2033,-10,2020-10-22,rb,bb,176,351.0
2034,-7,2020-10-22,rb,bb,148,306.0
2035,-6,2020-10-22,rb,bb,128,270.0
2036,-5,2020-10-22,rb,bb,105,244.0
2037,-3,2020-10-22,rb,bb,78,203.0
2038,-2,2020-10-22,rb,bb,40,126.0
2039,-90,2020-10-22,rb,bb,342,566.0
2040,-60,2020-10-22,rb,bb,323,550.0
2041,-30,2020-10-22,rb,bb,257,429.0
2042,-20,2020-10-22,rb,bb,188,332.0
2043,-15,2020-10-22,rb,bb,141,247.0
2044,-10,2020-10-22,rb,bb,96,172.0
2045,-7,2020-10-22,rb,bb,66,116.0
2046,-6,2020-10-22,rb,bb,46,77.0
2047,-5,2020-10-22,rb,bb,24,32.0
2048,-90,2020-10-22,rb,bb,295,253.0
2049,-60,2020-10-22,rb,bb,277,228.0
2050,-30,2020-10-22,rb,bb,211,155.0
2051,-20,2020-10-22,rb,bb,153,132.0
2052,-15,2020-10-22,rb,bb,127,109.0
2053,-10,2020-10-22,rb,bb,94,71.0
2054,-7,2020-10-22,rb,bb,76,42.0
2055,-6,2020-10-22,rb,bb,60,28.0
2056,-5,2020-10-22,rb,bb,44,24.0
2057,-90,2020-10-23,rb,bb,394,677.0
2058,-60,2020-10-23,rb,bb,375,668.0
2059,-30,2020-10-23,rb,bb,276,542.0
2060,-20,2020-10-23,rb,bb,202,417.0
2061,-15,2020-10-23,rb,bb,155,320.0
2062,-10,2020-10-23,rb,bb,99,222.0
2063,-7,2020-10-23,rb,bb,69,177.0
2064,-6,2020-10-23,rb,bb,48,132.0
2065,-5,2020-10-23,rb,bb,25,70.0
2066,-90,2020-10-23,rb,bb,335,525.0
2067,-60,2020-10-23,rb,bb,317,492.0
2068,-30,2020-10-23,rb,bb,226,322.0
2069,-20,2020-10-23,rb,bb,152,252.0
2070,-15,2020-10-23,rb,bb,133,217.0
2071,-10,2020-10-23,rb,bb,77,91.0
2072,-7,2020-10-23,rb,bb,37,40.0
2073,-6,2020-10-23,rb,bb,21,21.0
2074,-5,2020-10-23,rb,bb,21,21.0
2075,-90,2020-10-24,rb,bb,374,577.0
2076,-60,2020-10-24,rb,bb,355,565.0
2077,-30,2020-10-24,rb,bb,255,440.0
2078,-20,2020-10-24,rb,bb,181,365.0
2079,-15,2020-10-24,rb,bb,134,265.0
2080,-10,2020-10-24,rb,bb,78,133.0
2081,-7,2020-10-24,rb,bb,51,104.0
2082,-6,2020-10-24,rb,bb,30,60.0
2083,-5,2020-10-24,rb,bb,30,60.0
2084,-90,2020-10-24,rb,bb,378,482.0
2085,-60,2020-10-24,rb,bb,359,474.0
2086,-30,2020-10-24,rb,bb,265,338.0
2087,-20,2020-10-24,rb,bb,191,216.0
2088,-15,2020-10-24,rb,bb,163,171.0
2089,-10,2020-10-24,rb,bb,119,142.0
2090,-7,2020-10-24,rb,bb,79,98.0
2091,-6,2020-10-24,rb,bb,64,75.0
2092,-5,2020-10-24,rb,bb,46,47.0
2093,-90,2020-10-24,rb,bb,299,195.0
2094,-60,2020-10-24,rb,bb,281,190.0
2095,-30,2020-10-24,rb,bb,185,134.0
2096,-20,2020-10-24,rb,bb,123,121.0
2097,-15,2020-10-24,rb,bb,97,93.0
2098,-10,2020-10-24,rb,bb,64,60.0
2099,-7,2020-10-24,rb,bb,33,30.0
2100,-6,2020-10-24,rb,bb,33,30.0
2101,-5,2020-10-24,rb,bb,17,15.0
2102,-3,2020-10-24,rb,bb,17,15.0
2103,-90,2020-10-25,rb,bb,472,825.0
2104,-60,2020-10-25,rb,bb,454,817.0
2105,-30,2020-10-25,rb,bb,357,676.0
2106,-20,2020-10-25,rb,bb,283,546.0
2107,-15,2020-10-25,rb,bb,236,438.0
2108,-10,2020-10-25,rb,bb,180,330.0
2109,-7,2020-10-25,rb,bb,148,293.0
2110,-6,2020-10-25,rb,bb,128,267.0
2111,-5,2020-10-25,rb,bb,103,217.0
2112,-3,2020-10-25,rb,bb,35,78.0
2113,-90,2020-10-25,rb,bb,372,538.0
2114,-60,2020-10-25,rb,bb,353,529.0
2115,-30,2020-10-25,rb,bb,263,409.0
2116,-20,2020-10-25,rb,bb,198,302.0
2117,-15,2020-10-25,rb,bb,151,229.0
2118,-10,2020-10-25,rb,bb,108,162.0
2119,-7,2020-10-25,rb,bb,68,98.0
2120,-6,2020-10-25,rb,bb,52,77.0
2121,-5,2020-10-25,rb,bb,34,54.0
2122,-3,2020-10-25,rb,bb,34,54.0
2123,-2,2020-10-25,rb,bb,17,32.0
2124,-90,2020-10-26,rb,bb,471,680.0
2125,-60,2020-10-26,rb,bb,452,676.0
2126,-30,2020-10-26,rb,bb,350,587.0
2127,-20,2020-10-26,rb,bb,276,518.0
2128,-15,2020-10-26,rb,bb,229,440.0
2129,-10,2020-10-26,rb,bb,186,367.0
2130,-7,2020-10-26,rb,bb,142,313.0
2131,-6,2020-10-26,rb,bb,121,275.0
2132,-5,2020-10-26,rb,bb,97,224.0
2133,-3,2020-10-26,rb,bb,31,91.0
2134,-90,2020-10-26,rb,bb,368,520.0
2135,-60,2020-10-26,rb,bb,350,489.0
2136,-30,2020-10-26,rb,bb,248,382.0
2137,-20,2020-10-26,rb,bb,174,284.0
2138,-15,2020-10-26,rb,bb,137,216.0
2139,-10,2020-10-26,rb,bb,81,125.0
2140,-7,2020-10-26,rb,bb,55,101.0
2141,-6,2020-10-26,rb,bb,39,74.0
2142,-5,2020-10-26,rb,bb,21,25.0
2143,-90,2020-10-26,rb,bb,299,289.0
2144,-60,2020-10-26,rb,bb,280,288.0
2145,-30,2020-10-26,rb,bb,188,191.0
2146,-20,2020-10-26,rb,bb,133,136.0
2147,-15,2020-10-26,rb,bb,112,101.0
2148,-10,2020-10-26,rb,bb,78,46.0
2149,-7,2020-10-26,rb,bb,56,31.0
2150,-6,2020-10-26,rb,bb,41,24.0
2151,-5,2020-10-26,rb,bb,24,10.0
2152,-3,2020-10-26,rb,bb,24,10.0
2153,-90,2020-10-27,rb,bb,526,365.0
2154,-60,2020-10-27,rb,bb,507,350.0
2155,-30,2020-10-27,rb,bb,407,323.0
2156,-20,2020-10-27,rb,bb,340,302.0
2157,-15,2020-10-27,rb,bb,296,282.0
2158,-10,2020-10-27,rb,bb,241,257.0
2159,-7,2020-10-27,rb,bb,197,226.0
2160,-6,2020-10-27,rb,bb,177,200.0
2161,-5,2020-10-27,rb,bb,153,174.0
2162,-3,2020-10-27,rb,bb,93,122.0
2163,-2,2020-10-27,rb,bb,93,122.0
2164,-1,2020-10-27,rb,bb,63,54.0
2165,-90,2020-10-27,rb,bb,398,648.0
2166,-60,2020-10-27,rb,bb,379,641.0
2167,-30,2020-10-27,rb,bb,279,566.0
2168,-20,2020-10-27,rb,bb,209,446.0
2169,-15,2020-10-27,rb,bb,165,335.0
2170,-10,2020-10-27,rb,bb,123,214.0
2171,-7,2020-10-27,rb,bb,80,105.0
2172,-6,2020-10-27,rb,bb,59,51.0
2173,-5,2020-10-27,rb,bb,59,51.0
2174,-3,2020-10-27,rb,bb,29,21.0
2175,-2,2020-10-27,rb,bb,29,21.0
2176,-90,2020-10-27,rb,bb,361,243.0
2177,-60,2020-10-27,rb,bb,343,226.0
2178,-30,2020-10-27,rb,bb,246,180.0
2179,-20,2020-10-27,rb,bb,184,140.0
2180,-15,2020-10-27,rb,bb,158,115.0
2181,-10,2020-10-27,rb,bb,137,83.0
2182,-7,2020-10-27,rb,bb,102,63.0
2183,-6,2020-10-27,rb,bb,82,58.0
2184,-5,2020-10-27,rb,bb,58,47.0
2185,-3,2020-10-27,rb,bb,29,25.0
2186,-2,2020-10-27,rb,bb,29,25.0
2187,-90,2020-10-27,rb,bb,452,407.0
2188,-60,2020-10-27,rb,bb,434,388.0
2189,-30,2020-10-27,rb,bb,334,300.0
2190,-20,2020-10-27,rb,bb,265,243.0
2191,-15,2020-10-27,rb,bb,238,213.0
2192,-10,2020-10-27,rb,bb,184,175.0
2193,-7,2020-10-27,rb,bb,141,163.0
2194,-6,2020-10-27,rb,bb,141,163.0
